action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,3110348,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCOc1ccc(NC(=O)ON=C(C)C)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '28.57', 'le': '0.54', 'lle': '3.74', 'sei': '12.60'}",CHEMBL597086,,CHEMBL597086,7.55,0,http://www.openphacts.org/units/Nanomolar,883815,=,1,1,=,,IC50,nM,,28.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,28.0
,,3110349,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '27.13', 'le': '0.52', 'lle': '3.35', 'sei': '12.60'}",CHEMBL597087,,CHEMBL597087,7.55,0,http://www.openphacts.org/units/Nanomolar,883816,=,1,1,=,,IC50,nM,,28.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,28.0
,,3110350,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '26.49', 'le': '0.50', 'lle': '3.15', 'sei': '12.93'}",CHEMBL597088,,CHEMBL597088,7.75,0,http://www.openphacts.org/units/Nanomolar,883817,=,1,1,=,,IC50,nM,,18.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,18.0
,,3110351,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '26.36', 'le': '0.50', 'lle': '3.10', 'sei': '13.48'}",CHEMBL597294,,CHEMBL597294,8.08,0,http://www.openphacts.org/units/Nanomolar,883818,=,1,1,=,,IC50,nM,,8.4,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,8.4
,,3110352,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '26.90', 'le': '0.51', 'lle': '3.25', 'sei': '14.39'}",CHEMBL597295,,CHEMBL597295,8.62,0,http://www.openphacts.org/units/Nanomolar,883819,=,1,1,=,,IC50,nM,,2.4,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,2.4
,,3110353,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '25.95', 'le': '0.49', 'lle': '2.92', 'sei': '14.48'}",CHEMBL597014,,CHEMBL597014,8.68,0,http://www.openphacts.org/units/Nanomolar,883898,=,1,1,=,,IC50,nM,,2.1,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,2.1
,,3110354,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '24.84', 'le': '0.47', 'lle': '2.51', 'sei': '14.45'}",CHEMBL597215,,CHEMBL597215,8.66,0,http://www.openphacts.org/units/Nanomolar,883899,=,1,1,=,,IC50,nM,,2.2,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,2.2
,,3110355,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '22.92', 'le': '0.44', 'lle': '1.77', 'sei': '13.87'}",CHEMBL597216,,CHEMBL597216,8.31,0,http://www.openphacts.org/units/Nanomolar,883900,=,1,1,=,,IC50,nM,,4.9,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,4.9
,,3110356,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCCOc1ccc(NC(=O)ON=C(C)C)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '22.05', 'le': '0.42', 'lle': '1.37', 'sei': '13.85'}",CHEMBL599357,,CHEMBL599357,8.30,0,http://www.openphacts.org/units/Nanomolar,883901,=,1,1,=,,IC50,nM,,5.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,5.0
,,3110357,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '24.19', 'le': '0.45', 'lle': '3.26', 'sei': '10.91'}",CHEMBL599469,,CHEMBL599469,6.54,0,http://www.openphacts.org/units/Nanomolar,883902,=,1,1,=,,IC50,nM,,290.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,290.0
,,3110358,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '24.94', 'le': '0.46', 'lle': '3.42', 'sei': '11.83'}",CHEMBL599470,,CHEMBL599470,7.09,0,http://www.openphacts.org/units/Nanomolar,883903,=,1,1,=,,IC50,nM,,81.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,81.0
,,3110359,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '26.92', 'le': '0.50', 'lle': '3.97', 'sei': '13.40'}",CHEMBL592635,,CHEMBL592635,8.03,0,http://www.openphacts.org/units/Nanomolar,884003,=,1,1,=,,IC50,nM,,9.3,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,9.3
,,3110360,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '25.84', 'le': '0.48', 'lle': '3.62', 'sei': '13.47'}",CHEMBL598243,,CHEMBL598243,8.07,0,http://www.openphacts.org/units/Nanomolar,884004,=,1,1,=,,IC50,nM,,8.5,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,8.5
,,3110361,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '25.91', 'le': '0.48', 'lle': '3.62', 'sei': '14.11'}",CHEMBL598244,,CHEMBL598244,8.46,0,http://www.openphacts.org/units/Nanomolar,884005,=,1,1,=,,IC50,nM,,3.5,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,3.5
,,3110362,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '23.79', 'le': '0.44', 'lle': '2.87', 'sei': '13.51'}",CHEMBL598245,,CHEMBL598245,8.10,0,http://www.openphacts.org/units/Nanomolar,884006,=,1,1,=,,IC50,nM,,8.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,8.0
,,3110363,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '22.75', 'le': '0.42', 'lle': '2.45', 'sei': '13.46'}",CHEMBL597228,,CHEMBL597228,8.07,0,http://www.openphacts.org/units/Nanomolar,884007,=,1,1,=,,IC50,nM,,8.6,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,8.6
,,3110364,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '25.42', 'le': '0.47', 'lle': '3.36', 'sei': '15.63'}",CHEMBL597229,,CHEMBL597229,9.37,0,http://www.openphacts.org/units/Nanomolar,884008,=,1,1,=,,IC50,nM,,0.43,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.43
,,3110365,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '25.10', 'le': '0.47', 'lle': '3.20', 'sei': '16.02'}",CHEMBL597430,,CHEMBL597430,9.60,0,http://www.openphacts.org/units/Nanomolar,884097,=,1,1,=,,IC50,nM,,0.25,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.25
,,3110366,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '23.85', 'le': '0.45', 'lle': '2.67', 'sei': '15.78'}",CHEMBL597431,,CHEMBL597431,9.46,0,http://www.openphacts.org/units/Nanomolar,884098,=,1,1,=,,IC50,nM,,0.35,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.35
,,3110367,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '22.77', 'le': '0.43', 'lle': '2.17', 'sei': '15.60'}",CHEMBL586217,,CHEMBL586217,9.35,0,http://www.openphacts.org/units/Nanomolar,884099,=,1,1,=,,IC50,nM,,0.45,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.45
,,3110368,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '20.30', 'le': '0.38', 'lle': '1.05', 'sei': '14.39'}",CHEMBL596617,,CHEMBL596617,8.62,0,http://www.openphacts.org/units/Nanomolar,884100,=,1,1,=,,IC50,nM,,2.4,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,2.4
,,3110369,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '24.27', 'le': '0.46', 'lle': '3.53', 'sei': '12.25'}",CHEMBL592871,,CHEMBL592871,7.34,0,http://www.openphacts.org/units/Nanomolar,884101,=,1,1,=,,IC50,nM,,46.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,46.0
,,3110370,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '24.93', 'le': '0.47', 'lle': '3.69', 'sei': '13.16'}",CHEMBL599276,,CHEMBL599276,7.89,0,http://www.openphacts.org/units/Nanomolar,884186,=,1,1,=,,IC50,nM,,13.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,13.0
,,3110371,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '26.21', 'le': '0.49', 'lle': '4.07', 'sei': '14.45'}",CHEMBL598046,,CHEMBL598046,8.66,0,http://www.openphacts.org/units/Nanomolar,884187,=,1,1,=,,IC50,nM,,2.2,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,2.2
,,3110372,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '25.39', 'le': '0.48', 'lle': '3.76', 'sei': '14.59'}",CHEMBL598047,,CHEMBL598047,8.74,0,http://www.openphacts.org/units/Nanomolar,884188,=,1,1,=,,IC50,nM,,1.8,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,1.8
,,3110373,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '22.84', 'le': '0.43', 'lle': '2.82', 'sei': '13.66'}",CHEMBL610214,,CHEMBL610214,8.19,0,http://www.openphacts.org/units/Nanomolar,884189,=,1,1,=,,IC50,nM,,6.5,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,6.5
,,3110374,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '23.19', 'le': '0.44', 'lle': '2.88', 'sei': '14.42'}",CHEMBL598048,,CHEMBL598048,8.64,0,http://www.openphacts.org/units/Nanomolar,884190,=,1,1,=,,IC50,nM,,2.3,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,2.3
,,3110375,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '24.76', 'le': '0.47', 'lle': '3.42', 'sei': '15.97'}",CHEMBL597647,,CHEMBL597647,9.57,0,http://www.openphacts.org/units/Nanomolar,884275,=,1,1,=,,IC50,nM,,0.27,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.27
,,3110376,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '24.22', 'le': '0.46', 'lle': '3.16', 'sei': '16.19'}",CHEMBL597648,,CHEMBL597648,9.70,0,http://www.openphacts.org/units/Nanomolar,884276,=,1,1,=,,IC50,nM,,0.2,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.2
,,3110377,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '23.16', 'le': '0.44', 'lle': '2.67', 'sei': '16.02'}",CHEMBL596658,,CHEMBL596658,9.60,0,http://www.openphacts.org/units/Nanomolar,884277,=,1,1,=,,IC50,nM,,0.25,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.25
,,3110378,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '21.93', 'le': '0.41', 'lle': '2.08', 'sei': '15.68'}",CHEMBL596659,,CHEMBL596659,9.40,0,http://www.openphacts.org/units/Nanomolar,884278,=,1,1,=,,IC50,nM,,0.4,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.4
,,3110379,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2ccc(F)cc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '19.61', 'le': '0.37', 'lle': '0.97', 'sei': '14.48'}",CHEMBL608147,,CHEMBL608147,8.68,0,http://www.openphacts.org/units/Nanomolar,882927,=,1,1,=,,IC50,nM,,2.1,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,2.1
,,3110380,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '23.92', 'le': '0.44', 'lle': '3.76', 'sei': '9.37'}",CHEMBL598343,,CHEMBL598343,6.82,0,http://www.openphacts.org/units/Nanomolar,882928,=,1,1,=,,IC50,nM,,150.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,150.0
,,3110381,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '25.18', 'le': '0.47', 'lle': '4.09', 'sei': '10.35'}",CHEMBL598545,,CHEMBL598545,7.54,0,http://www.openphacts.org/units/Nanomolar,882929,=,1,1,=,,IC50,nM,,29.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,29.0
,,3110382,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '25.06', 'le': '0.47', 'lle': '4.01', 'sei': '10.79'}",CHEMBL597445,,CHEMBL597445,7.85,0,http://www.openphacts.org/units/Nanomolar,882930,=,1,1,=,,IC50,nM,,14.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,14.0
,,3110383,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '25.09', 'le': '0.47', 'lle': '3.98', 'sei': '11.28'}",CHEMBL597728,,CHEMBL597728,8.21,0,http://www.openphacts.org/units/Nanomolar,882931,=,1,1,=,,IC50,nM,,6.1,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,6.1
,,3110384,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '23.67', 'le': '0.44', 'lle': '3.46', 'sei': '11.10'}",CHEMBL597729,,CHEMBL597729,8.08,0,http://www.openphacts.org/units/Nanomolar,882932,=,1,1,=,,IC50,nM,,8.3,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,8.3
,,3110385,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '24.30', 'le': '0.45', 'lle': '3.63', 'sei': '11.86'}",CHEMBL605005,,CHEMBL605005,8.64,0,http://www.openphacts.org/units/Nanomolar,883026,=,1,1,=,,IC50,nM,,2.3,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,2.3
,,3110386,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '24.62', 'le': '0.46', 'lle': '3.70', 'sei': '12.49'}",CHEMBL598556,,CHEMBL598556,9.10,0,http://www.openphacts.org/units/Nanomolar,883027,=,1,1,=,,IC50,nM,,0.8,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.8
,,3110387,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '23.96', 'le': '0.45', 'lle': '3.40', 'sei': '12.62'}",CHEMBL598557,,CHEMBL598557,9.19,0,http://www.openphacts.org/units/Nanomolar,883028,=,1,1,=,,IC50,nM,,0.65,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.65
,,3110388,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '23.79', 'le': '0.45', 'lle': '3.28', 'sei': '12.99'}",CHEMBL598558,,CHEMBL598558,9.46,0,http://www.openphacts.org/units/Nanomolar,883029,=,1,1,=,,IC50,nM,,0.35,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.35
,,3110389,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '23.87', 'le': '0.45', 'lle': '3.25', 'sei': '13.49'}",CHEMBL598764,,CHEMBL598764,9.82,0,http://www.openphacts.org/units/Nanomolar,883030,=,1,1,=,,IC50,nM,,0.15,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.15
,,3110390,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCCOc1ccc(NC(=O)O/N=C/c2cccnc2)cc1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '22.22', 'le': '0.42', 'lle': '2.50', 'sei': '12.99'}",CHEMBL597940,,CHEMBL597940,9.46,0,http://www.openphacts.org/units/Nanomolar,883105,=,1,1,=,,IC50,nM,,0.35,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,nM,UO_0000065,,0.35
,,3110391,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCOc1ccc(NC(=O)ON=C(C)C)cc1OC,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '16.85', 'le': '0.32', 'lle': '1.14', 'sei': '7.17'}",CHEMBL598139,,CHEMBL598139,4.96,0,http://www.openphacts.org/units/Nanomolar,883106,=,1,1,=,,IC50,nM,,11000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,11.0
,,3110392,[],CHEMBL1068137,Inhibition of human FAAH expressed in human H4 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCOc1cccc(NC(=O)ON=C(C)C)c1,,,CHEMBL1159055,Bioorg Med Chem Lett,2010.0,"{'bei': '19.68', 'le': '0.37', 'lle': '1.39', 'sei': '8.68'}",CHEMBL597130,,CHEMBL597130,5.20,0,http://www.openphacts.org/units/Nanomolar,883107,=,1,1,=,,IC50,nM,,6300.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,6.3
